Protein IDs,Majority protein IDs,Protein names,Gene names,Intensity EV_AA1,Intensity EV_AA2,Intensity EV_AA3,Intensity EV_B1,Intensity EV_B2,Intensity EV_B3,Intensity WT_AA1,Intensity WT_AA2,Intensity WT_AA3,Intensity WT_B1,Intensity WT_B2,Intensity WT_B3,iBAQ,iBAQ EV_AA1,iBAQ EV_AA2,iBAQ EV_AA3,iBAQ EV_B1,iBAQ EV_B2,iBAQ EV_B3,iBAQ WT_AA1,iBAQ WT_AA2,iBAQ WT_AA3,iBAQ WT_B1,iBAQ WT_B2,iBAQ WT_B3,LFQ intensity EV_AA1,LFQ intensity EV_AA2,LFQ intensity EV_AA3,LFQ intensity EV_B1,LFQ intensity EV_B2,LFQ intensity EV_B3,LFQ intensity WT_AA1,LFQ intensity WT_AA2,LFQ intensity WT_AA3,LFQ intensity WT_B1,LFQ intensity WT_B2,LFQ intensity WT_B3
Q14980-2;Q14980;Q14980-4;Q14980-3;H0YFY6;Q9BTE9;F5H4J1;K4DIE0;F5H6Y5;F5H1L0;F5GZW1;F5H2F3;F5H3L6;F5H0Z7;F5H763,Q14980-2;Q14980;Q14980-4;Q14980-3;H0YFY6,Nuclear mitotic apparatus protein 1,NUMA1,245670000,98767000,379410000,410100000,217590000,312190000,628410000,552200000,500370000,537290000,597600000,532380000,42837000,2099800,844160,3242800,3505100,1859700,2668300,5371000,4719600,4276700,4592200,5107700,4550200,221930000,119550000,268380000,362940000,254390000,322610000,334560000,225230000,354340000,350550000,425510000,391790000
Q14BN4-7;Q14BN4-6;Q14BN4-2;Q14BN4-3;Q14BN4;H7C5G9;H7BZK0;Q14BN4-4,Q14BN4-7;Q14BN4-6;Q14BN4-2;Q14BN4-3;Q14BN4,Sarcolemmal membrane-associated protein,SLMAP,25720000,26328000,26674000,30408000,24705000,25096000,470510000,278380000,207760000,326130000,261590000,174940000,64767000,886910,907860,919790,1048600,851900,865370,16225000,9599300,7164100,11246000,9020400,6032400,37976000,36104000,42587000,50806000,41979000,34703000,282480000,97360000,80512000,206930000,185480000,84267000
Q15007;Q15007-2,Q15007;Q15007-2,Pre-mRNA-splicing regulator WTAP,WTAP,5483200000,4972800000,6182300000,4150300000,3860200000,4181900000,8720500000,6149700000,6460800000,5953100000,5323200000,5580200000,3191400000,261110000,236800000,294400000,197630000,183820000,199140000,415260000,292840000,307660000,283480000,253490000,265720000,4978300000,4167300000,4915400000,4214800000,4217500000,4094200000,4173100000,3551200000,3792600000,3784400000,3710200000,3434300000
Q5JXX6;Q5JXX1;Q5JXX2;Q5JXX3;Q15014,Q5JXX6;Q5JXX1;Q5JXX2;Q5JXX3;Q15014,Mortality factor 4-like protein 2,MORF4L2,24800000,28537000,21832000,33016000,18023000,20447000,40641000,24682000,0,32184000,34668000,18696000,99176000,8266500,9512500,7277200,11005000,6007700,6815800,13547000,8227300,0,10728000,11556000,6232000,0,0,0,0,0,20756000,0,0,0,0,0,0
Q15024,Q15024,Exosome complex component RRP42,EXOSC7,14882000,17967000,22499000,45492000,17605000,54080000,62420000,54119000,53145000,88589000,27443000,66081000,29129000,826760,998150,1250000,2527300,978040,3004500,3467800,3006600,2952500,4921600,1524600,3671100,0,0,0,45492000,0,0,0,0,0,0,0,0
Q15029-2;Q15029;K7EJ81;K7EP67;K7EJ74;K7EIT3;K7EIV5,Q15029-2;Q15029;K7EJ81,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,39038000000,44521000000,43452000000,25289000000,24431000000,26639000000,57277000000,51604000000,48618000000,47350000000,46697000000,34038000000,9587300000,765450000,872960000,852000000,495870000,479040000,522330000,1123100000,1011800000,953300000,928430000,915630000,667410000,32522000000,34156000000,33544000000,27613000000,27634000000,27133000000,29790000000,30172000000,28023000000,28874000000,30539000000,24666000000
Q15046;Q15046-2;H3BRC9,Q15046;Q15046-2,Lysine--tRNA ligase,KARS,6065100,13586000,25537000,22689000,0,11555000,33817000,12898000,18918000,49536000,23381000,14822000,7760200,202170,452880,851250,756290,0,385180,1127200,429940,630620,1651200,779370,494060,0,0,0,0,0,0,0,0,0,29829000,0,0
Q15050,Q15050,Ribosome biogenesis regulatory protein homolog,RRS1,16020000,48669000,33103000,26023000,17263000,27456000,87347000,65810000,102120000,51113000,44467000,43284000,31259000,890030,2703800,1839000,1445700,959030,1525300,4852600,3656100,5673100,2839600,2470400,2404700,0,0,0,0,0,0,35864000,34496000,57152000,0,0,50878000
Q15051-2;Q15051;C9JVC4;Q15051-3,Q15051-2;Q15051;C9JVC4;Q15051-3,IQ calmodulin-binding motif-containing protein 1,IQCB1,38761000,57570000,41607000,52840000,45157000,36068000,142910000,47321000,49900000,39317000,74274000,59215000,31134000,1761900,2616800,1891200,2401800,2052600,1639500,6495900,2150900,2268200,1787100,3376100,2691600,0,34582000,45192000,41543000,0,0,0,34653000,36361000,32732000,38188000,0
Q15058,Q15058,Kinesin-like protein KIF14,KIF14,5812800,13567000,0,0,0,0,0,0,0,0,0,0,197750,59314,138440,0,0,0,0,0,0,0,0,0,0,0,11080000,0,0,0,0,0,0,0,0,0,0
Q15061;C9IZK7;C9JEE7;H7C2H8,Q15061,WD repeat-containing protein 43,WDR43,5903500000,6094200000,6347700000,3848300000,3119500000,3738900000,7159900000,6764000000,5839000000,4936100000,4095600000,4111000000,1674500000,159550000,164710000,171560000,104010000,84311000,101050000,193510000,182810000,157810000,133410000,110690000,111110000,5200400000,5020200000,4558700000,3607400000,3645900000,3760500000,3824400000,3982100000,3568700000,3069000000,2806200000,3061500000
Q15149-7;Q15149-8;Q15149-9;Q15149-5;Q15149-4;Q15149-6;Q15149-3;Q15149-2;Q15149;H0YDN1,Q15149-7;Q15149-8;Q15149-9;Q15149-5;Q15149-4;Q15149-6;Q15149-3;Q15149-2;Q15149,Plectin,PLEC,19631000,109250000,25748000,24789000,14505000,30620000,33981000,0,76417000,25510000,11262000,105970000,1712100,70361,391580,92287,88851,51989,109750,121800,0,273900,91435,40367,379810,21839000,0,26097000,21702000,0,23606000,0,0,0,0,0,0
Q15155;H3BUC9;Q4G177;F5H826;Q5JPE7-2;P69849;Q5JPE7;J3KN36,Q15155;H3BUC9;Q4G177;F5H826;Q5JPE7-2;P69849;Q5JPE7;J3KN36,Nodal modulator 1;Nodal modulator 2;Nodal modulator 3,NOMO1;NOMO2;NOMO3,0,0,0,0,0,0,0,23491000,61314000,0,49777000,14246000,2325400,0,0,0,0,0,0,0,367050,958030,0,777770,222590,0,0,0,0,0,0,0,0,0,0,32630000,0
Q15233;Q15233-2;H7C367;C9JYS8;C9IZL7;C9J4X2;C9JJ13,Q15233;Q15233-2;H7C367;C9JYS8,Non-POU domain-containing octamer-binding protein,NONO,2731700000,4193600000,3876500000,3774500000,4099200000,4336000000,5854500000,5725000000,8617000000,5149200000,5752800000,7465600000,2932200000,130080000,199700000,184600000,179740000,195200000,206480000,278790000,272620000,410330000,245200000,273940000,355510000,2384900000,3447200000,3181600000,3678600000,4634400000,4246200000,2814900000,3305600000,4965000000,2895000000,3692600000,5213300000
Q15269;C9J544;H7C455,Q15269,Periodic tryptophan protein 2 homolog,PWP2,55248000,67246000,64353000,36708000,31068000,52252000,105830000,34121000,37983000,75096000,68587000,69001000,17885000,1416600,1724200,1650100,941240,796630,1339800,2713700,874890,973930,1925500,1758600,1769300,49124000,52834000,57845000,0,0,51953000,48517000,0,0,46510000,44893000,0
Q15286;F5H157;Q15286-2;E9PI18;C9JFM7;E9PJQ5;E9PRF7;E9PNB9;E9PS06;E9PBQ0;Q6MZH2;E9PMJ1;A6NDJ8;A8MSP2;Q96AX2-4;A8MTC6;A8MZI4;B7Z3L0;Q15771;Q86YS6;Q96AX2-2;Q96AX2;Q96AX2-3,Q15286;F5H157;Q15286-2,Ras-related protein Rab-35,RAB35,280260000,238740000,221070000,117740000,78176000,104640000,562150000,326210000,169100000,272600000,245650000,179280000,232970000,23355000,19895000,18423000,9811500,6514700,8720300,46846000,27184000,14091000,22717000,20471000,14940000,226280000,202050000,173350000,127720000,102190000,108090000,246380000,205500000,132180000,172770000,156470000,117730000
Q15293;B7Z1M1,Q15293;B7Z1M1,Reticulocalbin-1,RCN1,210600000,267400000,283350000,120460000,242790000,224260000,334770000,380160000,374750000,359220000,463510000,440380000,246780000,14040000,17827000,18890000,8030600,16186000,14951000,22318000,25344000,24983000,23948000,30900000,29358000,161210000,201290000,225940000,271170000,266500000,209240000,164680000,200200000,244270000,184900000,288880000,301820000
Q15361,Q15361,Transcription termination factor 1,TTF1,344320000,510140000,416480000,375880000,350450000,485350000,566220000,494920000,727050000,627110000,483620000,362700000,136770000,8198000,12146000,9916100,8949600,8344000,11556000,13481000,11784000,17311000,14931000,11515000,8635700,281560000,368440000,373890000,358510000,450840000,471910000,304890000,249670000,415780000,366230000,349770000,308440000
Q15365,Q15365,Poly(rC)-binding protein 1,PCBP1,32640000000,35067000000,39228000000,31881000000,28268000000,31268000000,36370000000,37547000000,36520000000,42631000000,36671000000,33449000000,24797000000,1920000000,2062700000,2307600000,1875300000,1662800000,1839300000,2139400000,2208600000,2148200000,2507700000,2157100000,1967600000,27440000000,28801000000,31156000000,28332000000,33375000000,32415000000,17630000000,22786000000,22697000000,23059000000,21281000000,23666000000
Q15366-6;Q15366-3;Q15366;Q15366-2;F8VZX2;B4DLC0;H3BRU6;P57721-5;E9PFP8;P57721-4;P57721;F8W0G4;J3QT27;P57721-2;P57721-3;F8VXH9;F8W1G6;F8VTZ0;H3BSP4;H3BSS4;C9K0A2;F8WC71;C9IZV9;C9J7A9;C9JSA6;C9J5V4;C9JTY5;C9JZY3;C9J0A4;P57723-2;P57723;H3BND9,Q15366-6;Q15366-3;Q15366;Q15366-2;F8VZX2;B4DLC0;H3BRU6;P57721-5;E9PFP8;P57721-4;P57721;F8W0G4;J3QT27;P57721-2;P57721-3,Poly(rC)-binding protein 2;Poly(rC)-binding protein 3,PCBP2;PCBP3,0,0,0,0,0,0,79186000,51403000,0,0,44665000,0,10309000,0,0,0,0,0,0,4658000,3023700,0,0,2627300,0,0,0,0,0,0,0,0,0,0,0,29279000,0
Q15366-4;G3V0E8;Q15366-5;B4DXP5;F8VRH0,Q15366-4;G3V0E8;Q15366-5;B4DXP5,Poly(rC)-binding protein 2,PCBP2,2480600000,3057600000,2963200000,1856400000,1994700000,2005200000,5436900000,3502300000,3960500000,3653900000,3727400000,2961400000,2211800000,145920000,179860000,174310000,109200000,117340000,117950000,319820000,206020000,232970000,214940000,219260000,174200000,2058900000,2259800000,2223300000,1862100000,2377600000,2106700000,2601000000,1926500000,2464200000,2192300000,2457600000,2226700000
Q15388,Q15388,Mitochondrial import receptor subunit TOM20 homolog,TOMM20,17182000,0,24384000,39935000,32437000,28709000,350320000,207330000,220510000,367150000,345030000,233520000,373300000,3436500,0,4876700,7987000,6487500,5741700,70063000,41465000,44101000,73430000,69007000,46703000,0,0,0,0,0,0,0,0,0,0,0,173960000
Q15393;Q15393-3;Q15393-2;J3QL37;J3QKV4;H3BMB0;J3QRB2;I3L4G7,Q15393,Splicing factor 3B subunit 3,SF3B3,9980100000,12306000000,15116000000,12519000000,12269000000,13276000000,19061000000,18226000000,18424000000,20651000000,19284000000,14123000000,3562200000,191930000,236660000,290690000,240750000,235950000,255300000,366560000,350510000,354310000,397130000,370850000,271590000,9029400000,10738000000,11121000000,12982000000,13710000000,12312000000,9815600000,9796600000,11454000000,12821000000,12633000000,10610000000
Q15424-2;Q15424;Q15424-4;Q15424-3;F5GZU3;B7Z2F6;K7EII0;K7ES42,Q15424-2;Q15424;Q15424-4;Q15424-3;F5GZU3;B7Z2F6,Scaffold attachment factor B1,SAFB,5066300000,4738600000,4785000000,4221600000,4061000000,4653300000,8001100000,6958400000,7583300000,7005500000,6171800000,5436500000,2081300000,153520000,143590000,145000000,127930000,123060000,141010000,242460000,210860000,229800000,212290000,187030000,164740000,4508600000,3583200000,3768700000,4252400000,4458100000,4486900000,4186100000,4242700000,4641100000,4120300000,4409200000,4084900000
Q15427;Q5SZ64,Q15427,Splicing factor 3B subunit 4,SF3B4,142830000,155270000,148230000,145610000,128160000,125850000,216150000,179690000,206270000,199320000,192530000,90951000,120680000,8927000,9704200,9264500,9100700,8010300,7865900,13509000,11231000,12892000,12457000,12033000,5684400,114820000,118350000,120490000,149160000,128940000,116340000,106160000,113100000,127330000,115370000,124830000,108220000
Q15428;K7EP23;K7EMT0;K7EKV8,Q15428;K7EP23;K7EMT0;K7EKV8,Splicing factor 3A subunit 2,SF3A2,2355200000,2661600000,2788700000,1787700000,1770200000,2623000000,3217900000,3263600000,3310900000,3501800000,3662500000,2335400000,2377000000,168230000,190110000,199190000,127690000,126440000,187350000,229850000,233120000,236490000,250130000,261610000,166810000,1936200000,1856400000,2076700000,2140400000,2441400000,2542000000,1586300000,1817500000,1915900000,1889400000,2081500000,1901000000
Q15437;Q5QPE1;Q5QPE2,Q15437;Q5QPE1;Q5QPE2,Protein transport protein Sec23B,SEC23B,14517000,12306000,11118000,18527000,9141000,7398500,27465000,10170000,33645000,15936000,36019000,47759000,6421100,382040,323840,292590,487550,240550,194700,722770,267640,885400,419380,947870,1256800,0,0,0,0,0,0,0,0,0,0,0,35578000
Q15459;E9PAW1;H7C1L2;F8WB66;F8WC79,Q15459;E9PAW1,Splicing factor 3A subunit 1,SF3A1,10503000000,12159000000,12337000000,11680000000,11548000000,11162000000,15897000000,13917000000,13904000000,16040000000,15359000000,13146000000,3845200000,256170000,296560000,300900000,284890000,281650000,272240000,387720000,339440000,339120000,391230000,374610000,320640000,9072700000,9175900000,9870100000,12068000000,12785000000,12253000000,7919500000,8204400000,8904600000,9663500000,9552800000,9385000000
Q15506,Q15506,Sperm surface protein Sp17,SPA17,0,0,0,2534400,0,0,50427000,21129000,30563000,82578000,41682000,25762000,28297000,0,0,0,281590,0,0,5603000,2347700,3395800,9175300,4631400,2862500,0,0,0,0,0,0,0,0,0,49726000,0,0
Q15542;Q15542-2;H3BNJ6;O60303,Q15542;Q15542-2,Transcription initiation factor TFIID subunit 5,TAF5,54164000000,42346000000,48912000000,46498000000,45216000000,53576000000,47808000000,47028000000,52645000000,47664000000,46408000000,52964000000,17213000000,1593100000,1245500000,1438600000,1367600000,1329900000,1575800000,1406100000,1383200000,1548400000,1401900000,1365000000,1557800000,44585000000,37115000000,39708000000,47157000000,49450000000,52612000000,24793000000,30494000000,31805000000,28665000000,29510000000,35591000000
Q15543,Q15543,Transcription initiation factor TFIID subunit 13,TAF13,1898500000,2287200000,2723700000,2312300000,2027800000,3110600000,2125200000,2394100000,2667000000,2393100000,2619700000,2147400000,7176700000,474630000,571810000,680930000,578080000,506960000,777650000,531290000,598530000,666760000,598280000,654920000,536850000,1597800000,1812500000,2107500000,2433500000,2244000000,2342700000,1089900000,1414400000,1566000000,1484500000,1828100000,1619800000
Q15544;Q15544-2,Q15544;Q15544-2,Transcription initiation factor TFIID subunit 11,TAF11,2111900000,2366500000,2425900000,1806500000,2413400000,2588000000,1619500000,2809800000,2612200000,2037500000,2466300000,1634000000,2987900000,234650000,262940000,269550000,200720000,268150000,287560000,179940000,312200000,290240000,226390000,274030000,181550000,1612100000,1709300000,1731400000,1999200000,2526100000,2224100000,1102700000,1568400000,1640300000,1181900000,1380500000,1466500000
Q15545,Q15545,Transcription initiation factor TFIID subunit 7,TAF7,3691100000,3939300000,4040900000,3244000000,3952100000,4267400000,6023800000,4017000000,5121600000,5001200000,5326000000,3293300000,2884300000,205060000,218850000,224490000,180220000,219560000,237080000,334660000,223170000,284530000,277850000,295890000,182960000,3287700000,2967300000,3317000000,3744600000,4411900000,4253900000,2738700000,2702800000,2934000000,2777300000,3294500000,2452500000
Q15572-6;Q15572-2;F5H647;Q15572;Q15572-4;Q15572-5;H3BR71;H3BNH3;H3BR91;H3BUZ7,Q15572-6;Q15572-2;F5H647;Q15572;Q15572-4;Q15572-5,TATA box-binding protein-associated factor RNA polymerase I subunit C,TAF1C,4217700000,4816800000,4868800000,3331500000,3250600000,4203600000,4135500000,4618900000,5017100000,4226100000,4108800000,3758400000,1233000000,102870000,117480000,118750000,81255000,79282000,102530000,100870000,112660000,122370000,103080000,100220000,91668000,3661300000,3806000000,3633100000,3455100000,3886200000,3934800000,2447300000,2962800000,2949900000,2573300000,2618500000,2731500000
Q15573;B4DS21;Q15573-2;Q5JRA7,Q15573;B4DS21;Q15573-2,TATA box-binding protein-associated factor RNA polymerase I subunit A,TAF1A,2271500000,1397400000,1116600000,1105200000,904350000,1026300000,1275700000,1454100000,1722700000,1145300000,989590000,871670000,565940000,84131000,51754000,41357000,40932000,33494000,38011000,47249000,53856000,63803000,42419000,36651000,32284000,1250600000,1226600000,1078700000,1117300000,998060000,1061700000,670190000,900700000,1123500000,654290000,694270000,781000000
Q15599-2;Q15599;H3BUQ9;H3BN50;Q15599-3;H3BQS0;H3BMF5,Q15599-2;Q15599;H3BUQ9;H3BN50;Q15599-3;H3BQS0,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,SLC9A3R2,97731000,84309000,52333000,29268000,17361000,26209000,161160000,51943000,47864000,48023000,24016000,30468000,37260000,5429500,4683900,2907400,1626000,964490,1456100,8953300,2885700,2659100,2667900,1334200,1692700,95970000,75925000,47991000,27539000,0,29379000,54017000,36925000,0,26031000,0,23112000
Q15633-2;Q15633;H3BV98;F8VZ57;F8VYK6;F8VZZ7;F8VP94;F8VYK3;F8VTT7;F8VW32,Q15633-2;Q15633;H3BV98,RISC-loading complex subunit TARBP2,TARBP2,108050000,103870000,75621000,81546000,75545000,80609000,112270000,95043000,125600000,136610000,120920000,116890000,88041000,7718000,7419100,5401500,5824700,5396100,5757800,8019400,6788800,8971700,9758100,8636900,8349500,74946000,77451000,64012000,80386000,71775000,59345000,91013000,70528000,67236000,87005000,110460000,72075000
Q15637-5,Q15637-5,Splicing factor 1,SF1,31333000,31841000,35607000,39978000,33666000,40723000,23072000,42034000,27952000,35689000,34571000,0,18823000,1566700,1592000,1780300,1998900,1683300,2036200,1153600,2101700,1397600,1784500,1728600,0,0,0,0,0,0,0,0,0,0,0,22662000,0
Q15637-6;Q15637-4;Q15637-3;Q15637-2;Q15637;Q15637-7;B4DX42;F8WEV5;C9J792,Q15637-6;Q15637-4;Q15637-3;Q15637-2;Q15637;Q15637-7;B4DX42,Splicing factor 1,SF1,5891200000,6403500000,6342000000,4192000000,3586900000,4628600000,6942300000,6221200000,6391300000,5735600000,5176900000,6488000000,3400000000,294560000,320180000,317100000,209600000,179340000,231430000,347120000,311060000,319570000,286780000,258840000,324400000,4458400000,4794000000,4468100000,4411700000,4398700000,4626100000,3872000000,3444600000,3595800000,3527800000,3903800000,4595400000
Q15643;H0YJ97;G3V4R7;H0YJI2,Q15643;H0YJ97,Thyroid receptor-interacting protein 11,TRIP11,11259000000,12910000000,12326000000,9918300000,9486800000,8427300000,14527000000,14430000000,15474000000,13127000000,10959000000,8472900000,1218200000,97057000,111290000,106260000,85503000,81783000,72649000,125240000,124390000,133400000,113160000,94477000,73042000,9693300000,10705000000,9679300000,9119400000,10213000000,8711400000,7680500000,8552600000,9625200000,7592200000,7177400000,6841300000
Q15645;Q15645-2,Q15645;Q15645-2,Pachytene checkpoint protein 2 homolog,TRIP13,0,0,0,18498000,0,14027000,22350000,0,0,33165000,7858500,0,3995800,0,0,0,770770,0,584470,931230,0,0,1381900,327440,0,0,0,0,0,0,0,0,0,0,19971000,0,0
Q15648;Q15648-3;J3QKZ7;J3KSD7,Q15648,Mediator of RNA polymerase II transcription subunit 1,MED1,1643600000,1858300000,1578500000,1377300000,1232400000,1089600000,2201100000,2366700000,2235600000,2080200000,1672700000,1814200000,271150000,21071000,23824000,20237000,17657000,15800000,13969000,28220000,30342000,28661000,26669000,21445000,23258000,1348900000,1484800000,1160700000,1369900000,1379900000,1210100000,1203900000,1328400000,1499500000,1217700000,1084900000,1373100000
Q15649;K7EQP1;K7EQM3;K7EQH8;K7EP15,Q15649;K7EQP1;K7EQM3;K7EQH8,Zinc finger HIT domain-containing protein 3,ZNHIT3,95582000,112030000,61431000,58683000,20425000,49292000,298210000,248560000,175880000,105850000,141520000,220780000,176470000,10620000,12448000,6825700,6520300,2269500,5476900,33135000,27618000,19542000,11761000,15725000,24531000,75226000,103560000,0,106200000,0,0,81984000,131200000,105100000,87671000,89650000,124010000
Q15654;H7BZE2;Q15654-3;Q15654-2,Q15654,Thyroid receptor-interacting protein 6,TRIP6,228930000,350210000,458710000,335030000,335100000,336420000,442380000,444650000,639190000,462870000,536570000,553180000,243960000,10901000,16677000,21843000,15954000,15957000,16020000,21066000,21174000,30438000,22041000,25551000,26342000,265310000,291900000,328390000,368460000,390560000,331040000,234790000,260750000,374190000,245660000,316750000,415270000
Q15691,Q15691,Microtubule-associated protein RP/EB family member 1,MAPRE1,9116600,0,0,10563000,0,0,47724000,0,0,0,0,0,4493600,607770,0,0,704210,0,0,3181600,0,0,0,0,0,0,0,0,0,0,0,24682000,0,0,0,0,0
Q15717;B4DVB8;M0QZR9;M0R055;Q12926-2;Q12926;P26378-4;P26378-2;P26378-5;B1APY9;P26378;P26378-3;B1APY8;B1AM49,Q15717;B4DVB8,ELAV-like protein 1,ELAVL1,2191300000,2635900000,2853600000,2214900000,2081200000,1921500000,6647300000,5738900000,4795100000,4970800000,4991000000,3937100000,2811100000,136960000,164740000,178350000,138430000,130080000,120090000,415450000,358680000,299700000,310670000,311930000,246070000,1681700000,2049400000,2217500000,2405900000,2334600000,1959600000,3427000000,2990400000,3047200000,2921400000,3606600000,3060500000
Q15758;Q15758-3;Q15758-2;M0QXM4,Q15758;Q15758-3;Q15758-2;M0QXM4,Neutral amino acid transporter B(0),SLC1A5,81622000,76231000,138240000,59715000,13931000,39874000,237030000,175120000,112920000,108470000,99345000,58546000,75065000,5101400,4764400,8640000,3732200,870680,2492100,14814000,10945000,7057400,6779700,6209100,3659100,88984000,72488000,81642000,75779000,0,54574000,97917000,61556000,68840000,75310000,77791000,56402000
Q15773,Q15773,Myeloid leukemia factor 2,MLF2,35979000,75718000,71853000,71290000,42048000,46191000,82470000,84233000,111450000,100580000,60304000,54859000,92996000,3997700,8413200,7983600,7921100,4672000,5132300,9163300,9359200,12383000,11175000,6700400,6095500,0,58814000,56011000,62750000,0,0,48626000,51478000,61729000,64525000,0,47313000
Q15776,Q15776,Zinc finger protein with KRAB and SCAN domains 8,ZKSCAN8,0,0,0,0,0,0,25288000,0,0,0,0,0,790250,0,0,0,0,0,0,790250,0,0,0,0,0,0,0,0,0,0,0,13079000,0,0,0,0,0
Q15836;K7ENK9;K7EKX0;P23763-2;F5GZV7;P23763-3;P23763,Q15836,Vesicle-associated membrane protein 3,VAMP3,1409200000,1422100000,1203900000,535480000,462360000,441830000,1565700000,1652300000,1188200000,837810000,629190000,693020000,2408200000,281830000,284420000,240770000,107100000,92473000,88367000,313140000,330470000,237650000,167560000,125840000,138600000,1149300000,1097200000,919390000,554590000,505720000,452870000,784090000,1049200000,766350000,439330000,443740000,514900000
Q15907,Q15907,Ras-related protein Rab-11B,RAB11B,49130000000,47861000000,42973000000,17207000000,15153000000,16534000000,45372000000,35126000000,36567000000,23984000000,20488000000,15890000000,24419000000,3275400000,3190800000,2864900000,1147100000,1010200000,1102300000,3024800000,2341700000,2437800000,1598900000,1365900000,1059400000,42647000000,39706000000,33037000000,16858000000,17735000000,16458000000,22548000000,21898000000,21296000000,13827000000,11727000000,14146000000
Q16186,Q16186,Proteasomal ubiquitin receptor ADRM1,ADRM1,110660000,159280000,141860000,146890000,131200000,116710000,160540000,164550000,152810000,209400000,147250000,136810000,161630000,10060000,14480000,12896000,13354000,11927000,10610000,14594000,14959000,13892000,19037000,13386000,12438000,0,0,0,0,0,0,0,97490000,0,0,0,0
Q16204,Q16204,Coiled-coil domain-containing protein 6,CCDC6,0,0,0,23848000,0,0,0,0,0,0,0,0,1036900,0,0,0,1036900,0,0,0,0,0,0,0,0,0,0,0,23848000,0,0,0,0,0,0,0,0
Q16514-2;Q16514,Q16514-2;Q16514,Transcription initiation factor TFIID subunit 12,TAF12,9522600000,11553000000,11196000000,10164000000,10185000000,14519000000,11631000000,10953000000,11865000000,10087000000,13896000000,9089100000,19237000000,1360400000,1650400000,1599500000,1452100000,1454900000,2074200000,1661500000,1564800000,1695000000,1441000000,1985200000,1298400000,9560700000,9589200000,9143200000,10954000000,11633000000,12032000000,5908600000,6653200000,6929100000,6467100000,7670100000,7252700000
Q16543;K7EQA9;K7EKQ2;K7EL68,Q16543;K7EQA9;K7EKQ2,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,0,30916000,33199000,62080000,63149000,29828000,45598000,46566000,0,34084000,42919000,33680000,30144000,0,2208300,2371300,4434300,4510700,2130600,3257000,3326200,0,2434600,3065600,2405700,0,0,0,0,0,0,0,0,0,0,28134000,0
Q16555-2;Q16555,Q16555-2;Q16555,Dihydropyrimidinase-related protein 2,DPYSL2,6270700,16428000,9642000,13422000,13856000,27375000,0,21525000,32473000,27812000,0,0,5445300,202280,529940,311030,432960,446960,883070,0,694350,1047500,897170,0,0,0,0,0,0,0,0,0,0,0,16747000,0,0
Q16576;E9PC52;Q16576-2;Q5JP02;Q5JP01;Q5JNZ6;C9J7L0,Q16576;E9PC52;Q16576-2,Histone-binding protein RBBP7,RBBP7,2442100000,2615100000,2804400000,2343900000,2139300000,2142300000,3879100000,3329600000,3444200000,2743400000,2686400000,2923200000,2093300000,152630000,163440000,175280000,146490000,133700000,133890000,242450000,208100000,215260000,171460000,167900000,182700000,2156000000,2095100000,1845200000,2436500000,2434000000,2254900000,1720200000,2051900000,2171800000,1731800000,1866800000,2274300000
Q16594;D6RIE8;D6RGK3;D6RIV9;D6RIY1;D6RHW1,Q16594;D6RIE8;D6RGK3;D6RIV9;D6RIY1;D6RHW1,Transcription initiation factor TFIID subunit 9,TAF9,9858300000,9091200000,8829800000,8753800000,9667000000,9987400000,9199100000,11260000000,8573100000,9286400000,9386700000,6909400000,6155700000,547680000,505070000,490540000,486320000,537060000,554860000,511060000,625570000,476280000,515910000,521490000,383850000,7907300000,7366700000,7322700000,8025000000,9587700000,9521100000,4550800000,6277900000,5281400000,6023400000,5800700000,5401500000
Q16625-5;Q16625-4;Q16625-2;Q16625-3;Q16625,Q16625-5;Q16625-4;Q16625-2;Q16625-3;Q16625,Occludin,OCLN,20010000,32840000,34025000,0,8219500,0,57185000,34182000,30816000,22859000,0,14030000,25417000,2001000,3284000,3402500,0,821950,0,5718500,3418200,3081600,2285900,0,1403000,0,0,0,0,0,0,29575000,0,0,0,0,0
Q16777;Q6FI13,Q16777;Q6FI13,Histone H2A type 2-C;Histone H2A type 2-A,HIST2H2AC;HIST2H2AA3,33734000,73425000,0,0,0,77470000,36328000,106300000,0,161660000,16122000,82537000,117510000,6746900,14685000,0,0,0,15494000,7265600,21260000,0,32332000,3224300,16507000,0,0,0,0,0,72046000,0,65936000,0,100980000,0,0
Q1ED39;H3BNU8;H3BPL4;H3BMC9,Q1ED39;H3BNU8,Lysine-rich nucleolar protein 1,KNOP1,5196200000,7325300000,7695700000,6222500000,5766200000,7320600000,9073300000,8000800000,11717000000,8458200000,8645000000,8996400000,3776700000,207850000,293010000,307830000,248900000,230650000,292830000,362930000,320030000,468680000,338330000,345800000,359850000,4456300000,6395200000,5892700000,6086500000,6299200000,6704700000,4539700000,5108500000,7451100000,5113900000,5890600000,6782800000
